Year,Mean Absolute Error,Time Spent (s),Error for each fold
2004,-1.3328634920634921,1.3029999732971191,[-1.125      -1.10722222 -1.696      -1.30133333 -1.4347619 ]
2005,-2.1489355522773375,1.3840000629425049,[-2.18589342 -2.33793103 -1.96077586 -2.05987461 -2.20020284]
2006,-1.9751222470335925,1.4060001373291016,[-2.01089325 -1.90237197 -1.95434402 -2.11558442 -1.89241758]
2007,-1.9609559996894972,1.3519999980926514,[-2.09828283 -1.87470899 -1.87456583 -2.13786925 -1.8193531 ]
2008,-1.8892831630141569,1.4110000133514404,[-1.84526749 -1.87787013 -1.90883117 -2.03413534 -1.78031169]
2009,-1.89369889212828,1.5079998970031738,[-1.98617143 -1.90291545 -1.84011429 -1.87462857 -1.86466472]
2010,-1.8840589548184368,1.8840000629425049,[-1.85       -1.88888889 -1.90833333 -1.94298137 -1.83009119]
2011,-1.8297265160765162,1.5799999237060547,[-1.7349537  -1.84123932 -1.88901099 -1.92468571 -1.75874286]
2012,-1.9043109144318908,1.5780000686645508,[-1.83425926 -1.87991453 -1.96802935 -1.99021978 -1.84913165]
2013,-1.8642507379342639,1.3999998569488525,[-1.72834467 -1.83291405 -1.9620915  -1.92812325 -1.86978022]
2014,-1.8986724245253654,1.2850000858306885,[-1.70972222 -1.78823529 -2.01394958 -2.18359788 -1.79785714]
